status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
< 580 €,12,critical account/other credits existing,car (new),11100.146740769904,< 580 €,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/life insurance,38,bank,own,2,unskilled - resident,1,no,no,1
580 € - 2900 €,36,critical account/other credits existing,car (used),29654.929109380675,< 580 €,1 <= ... < 4 years,3,male : single,none,4,car or other,34,none,own,2,skilled employee/official,1,yes,yes,1
kein Konto,18,critical account/other credits existing,domestic appliances,5977.002091183795,unbekannt,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,none,own,2,skilled employee/official,1,yes,yes,1
kein Konto,36,delay in paying off in the past,car (used),45745.28461062567,unbekannt,4 <= ... < 7 years,3,male : single,none,2,car or other,31,stores,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1
< 580 €,21,existing credits paid back duly till now,domestic appliances,13324.266423973455,< 580 €,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,28,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
kein Konto,12,critical account/other credits existing,radio/television,8139.766748643799,>= 5000 €,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,no,1
kein Konto,15,existing credits paid back duly till now,radio/television,11176.840522949336,unbekannt,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,1
< 580 €,18,existing credits paid back duly till now,radio/television,21233.951826078955,< 580 €,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,42,none,own,1,skilled employee/official,1,no,yes,0
< 580 €,16,critical account/other credits existing,car (new),13421.411881400736,< 580 €,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/life insurance,43,bank,rent,1,skilled employee/official,1,yes,yes,0
kein Konto,20,critical account/other credits existing,car (new),17818.522059688214,unbekannt,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,own,2,skilled employee/official,1,yes,yes,1
kein Konto,36,critical account/other credits existing,car (used),53568.050392927806,unbekannt,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,for free,2,skilled employee/official,1,no,yes,1
kein Konto,15,existing credits paid back duly till now,domestic appliances,7086.505473379589,unbekannt,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee/official,1,yes,yes,1
kein Konto,24,existing credits paid back duly till now,domestic appliances,6534.310241687673,< 580 €,... >= 7 years,4,male : single,none,1,real estate,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
< 580 €,12,existing credits paid back duly till now,domestic appliances,5660.001124842139,< 580 €,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1
< 580 €,21,existing credits paid back duly till now,car (new),19239.913489413702,unbekannt,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,1
580 € - 2900 €,36,existing credits paid back duly till now,retraining,18974.04171119167,unbekannt,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,27,none,own,1,skilled employee/official,1,no,yes,1
kein Konto,15,delay in paying off in the past,car (used),18375.830210192093,< 580 €,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,46,none,own,2,unskilled - resident,1,no,yes,1
580 € - 2900 €,9,existing credits paid back duly till now,car (new),16335.775604219181,unbekannt,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,1
kein Konto,36,delay in paying off in the past,domestic appliances,22772.940388479576,< 580 €,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee/official,1,no,yes,1
580 € - 2900 €,24,critical account/other credits existing,radio/television,24214.78349345291,< 580 €,... < 1 year,2,female : divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled - resident,1,no,yes,0
580 € - 2900 €,30,existing credits paid back duly till now,domestic appliances,15292.740166578895,unbekannt,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,25,none,own,1,skilled employee/official,1,no,yes,1
kein Konto,11,existing credits paid back duly till now,others,10951.872095223,>= 5000 €,... >= 7 years,1,male : divorced/separated,none,2,real estate,28,none,own,1,skilled employee/official,1,yes,yes,1
< 580 €,24,all credits at this bank paid back duly,others,16161.936364612466,< 580 €,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,1,yes,yes,0
580 € - 2900 €,48,no credits taken/all credits paid back duly,furniture/equipment,94200.4161915913,< 580 €,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,32,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,no,0
kein Konto,10,existing credits paid back duly till now,car (used),14561.592776468304,580 € - 2900 €,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,32,none,own,1,skilled employee/official,2,no,yes,1
< 580 €,6,existing credits paid back duly till now,car (new),76162.03862298871,< 580 €,... >= 7 years,1,male : single,none,4,unknown/no property,68,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
< 580 €,24,existing credits paid back duly till now,radio/television,12061.375477418795,580 € - 2900 €,unemployed,1,male : divorced/separated,none,1,building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,0
< 580 €,24,existing credits paid back duly till now,radio/television,17102.71342601351,< 580 €,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,39,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
kein Konto,18,critical account/other credits existing,radio/television,9290.17348133529,< 580 €,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown/no property,28,none,own,2,skilled employee/official,1,no,yes,1
kein Konto,48,delay in paying off in the past,domestic appliances,65184.6019337059,2800 € - 5000 €,4 <= ... < 7 years,4,male : single,none,1,car or other,37,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
< 580 €,9,existing credits paid back duly till now,domestic appliances,6984.247097140345,< 580 €,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,0
580 € - 2900 €,12,existing credits paid back duly till now,car (new),10236.063461548294,< 580 €,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,30,none,rent,1,skilled employee/official,2,yes,yes,1
< 580 €,24,all credits at this bank paid back duly,radio/television,35135.97807580414,< 580 €,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/life insurance,55,bank,own,1,skilled employee/official,1,yes,yes,0
< 580 €,12,all credits at this bank paid back duly,car (new),3563.704411937643,< 580 €,... < 1 year,4,male : single,none,2,car or other,46,bank,own,2,skilled employee/official,1,yes,yes,0
< 580 €,18,critical account/other credits existing,radio/television,5363.451833748332,< 580 €,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,1,no,yes,1
< 580 €,48,existing credits paid back duly till now,car (used),52647.72500677462,< 580 €,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,39,stores,for free,3,skilled employee/official,2,yes,yes,0
kein Konto,30,existing credits paid back duly till now,domestic appliances,9545.8194219334,unbekannt,... >= 7 years,4,male : single,none,4,car or other,58,none,own,1,skilled employee/official,1,yes,yes,1
< 580 €,12,delay in paying off in the past,car (new),6871.762883277177,< 580 €,1 <= ... < 4 years,4,male : single,none,2,real estate,43,none,own,2,unskilled - resident,2,no,yes,1
< 580 €,24,existing credits paid back duly till now,radio/television,8932.269164497937,< 580 €,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/life insurance,24,none,own,1,unskilled - resident,1,no,no,1
580 € - 2900 €,9,existing credits paid back duly till now,domestic appliances,8538.57441597685,< 580 €,... < 1 year,4,female : divorced/separated/married,none,2,car or other,22,none,own,1,skilled employee/official,1,yes,yes,0
kein Konto,9,critical account/other credits existing,car (new),6258.212625841715,< 580 €,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,own,2,skilled employee/official,1,no,yes,1
kein Konto,12,critical account/other credits existing,domestic appliances,2668.9436198442604,2800 € - 5000 €,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,42,none,own,2,skilled employee/official,2,yes,yes,1
< 580 €,12,existing credits paid back duly till now,domestic appliances,7659.152380319354,< 580 €,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,23,bank,own,1,skilled employee/official,1,no,yes,1
580 € - 2900 €,30,delay in paying off in the past,domestic appliances,9811.691200155434,580 € - 2900 €,... < 1 year,4,male : single,none,3,unknown/no property,30,stores,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,0
>= 2900 € / Gehalt seit 1 Jahr,9,existing credits paid back duly till now,domestic appliances,3809.1245149118276,< 580 €,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,no,yes,0
580 € - 2900 €,6,existing credits paid back duly till now,domestic appliances,10547.95150907799,< 580 €,... < 1 year,4,male : married/widowed,none,3,car or other,30,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
580 € - 2900 €,60,existing credits paid back duly till now,retraining,32150.033489618218,< 580 €,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,42,none,for free,1,skilled employee/official,1,no,yes,0
kein Konto,24,critical account/other credits existing,car (used),34982.59051144527,unbekannt,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,46,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,1
kein Konto,12,existing credits paid back duly till now,car (new),18033.264649790624,unbekannt,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,45,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1
kein Konto,10,existing credits paid back duly till now,car (new),7904.5724832935375,< 580 €,1 <= ... < 4 years,3,male : single,none,2,real estate,31,none,own,1,unskilled - resident,2,no,no,1
kein Konto,24,existing credits paid back duly till now,radio/television,4749.90157631287,unbekannt,4 <= ... < 7 years,4,male : single,none,2,car or other,31,stores,own,1,skilled employee/official,1,yes,yes,1
kein Konto,4,critical account/other credits existing,car (new),7439.296871404978,< 580 €,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2,no,yes,1
< 580 €,15,existing credits paid back duly till now,radio/television,9433.335208070232,< 580 €,... < 1 year,4,female : divorced/separated/married,guarantor,1,building society savings agreement/life insurance,46,none,rent,1,skilled employee/official,1,no,yes,1
580 € - 2900 €,48,no credits taken/all credits paid back duly,car (new),42733.77543037994,2800 € - 5000 €,... < 1 year,1,female : divorced/separated/married,none,1,car or other,30,none,own,2,skilled employee/official,1,no,yes,1
< 580 €,24,all credits at this bank paid back duly,radio/television,17123.16510126136,2800 € - 5000 €,... < 1 year,4,male : single,none,4,unknown/no property,30,none,for free,1,skilled employee/official,2,yes,yes,0
